jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
14,0,1,4432,unknown,unknown
7,0,1,4252,unknown,unknown
36,1,1,2510,unknown,unknown
6,1,1,2382,unknown,unknown
31,1,1,2580,unknown,unknown
37,1,1,5799,unknown,unknown
38,0,1,3520,unknown,unknown
50,0,1,3916,unknown,unknown
34,1,1,2859,unknown,unknown
29,0,1,1915,unknown,unknown
9,1,1,2762,unknown,unknown
61,1,0,677,unknown,unknown
41,1,0,3189,unknown,unknown
49,1,0,3201,unknown,unknown
14,1,1,2727,unknown,unknown
13,0,1,6667,unknown,unknown
45,1,1,2919,unknown,unknown
39,1,1,3275,unknown,unknown
22,1,1,1800,unknown,unknown
43,1,1,697,unknown,unknown
30,1,1,3575,unknown,unknown
5,1,1,1631,unknown,unknown
32,1,1,1191,unknown,unknown
41,0,1,2236,unknown,unknown
22,1,1,2340,unknown,unknown
14,1,1,6492,unknown,unknown
45,0,1,3499,unknown,unknown
42,0,1,2119,unknown,unknown
57,1,0,4481,unknown,unknown
34,1,0,6345,unknown,unknown
35,0,1,1966,unknown,unknown
26,1,1,3123,unknown,unknown
44,1,0,3309,unknown,unknown
63,1,1,2591,unknown,unknown
9,1,1,970,unknown,unknown
42,1,1,2966,unknown,unknown
11,1,1,3567,unknown,unknown
24,1,0,2673,unknown,unknown
41,1,1,5939,unknown,unknown
43,1,1,2919,unknown,unknown
31,1,1,1875,unknown,unknown
14,1,1,3002,unknown,unknown
45,0,1,2734,unknown,unknown
56,0,1,3046,unknown,unknown
27,1,0,6485,unknown,unknown
36,1,1,2079,unknown,unknown
46,1,1,2754,unknown,unknown
9,1,0,1857,unknown,unknown
21,1,1,1667,unknown,unknown
10,0,1,1565,unknown,unknown
57,1,0,1299,unknown,unknown
32,0,1,2296,unknown,unknown
26,1,1,3003,unknown,unknown
53,0,0,5701,unknown,unknown
10,1,1,2972,unknown,unknown
22,0,1,3343,unknown,unknown
37,1,1,2694,unknown,unknown
6,0,1,6352,unknown,unknown
28,0,0,3613,unknown,unknown
24,1,1,3380,unknown,unknown
30,1,1,2420,unknown,unknown
37,1,1,3471,unknown,unknown
46,1,1,3366,unknown,unknown
26,1,1,2963,unknown,unknown
63,1,1,3266,unknown,unknown
41,1,1,3359,unknown,unknown
35,0,1,568,unknown,unknown
44,0,1,2671,unknown,unknown
43,1,1,2751,unknown,unknown
38,1,1,4644,unknown,unknown
30,1,1,3063,unknown,unknown
21,0,1,3958,unknown,unknown
5,1,1,2652,unknown,unknown
38,0,1,495,unknown,unknown
35,1,1,417,unknown,unknown
42,1,1,3239,unknown,unknown
33,1,1,3434,unknown,unknown
36,0,1,736,unknown,unknown
14,1,1,2027,unknown,unknown
31,1,0,3345,unknown,unknown
7,1,1,2207,unknown,unknown
42,0,1,2134,unknown,unknown
48,1,1,2499,unknown,unknown
39,1,1,3290,unknown,unknown
32,0,1,3520,unknown,unknown
41,1,1,1222,unknown,unknown
29,1,1,2918,unknown,unknown
15,1,0,3597,unknown,unknown
43,1,1,708,unknown,unknown
37,1,0,2369,unknown,unknown
28,0,0,3133,unknown,unknown
29,0,1,2200,unknown,unknown
11,1,1,2247,unknown,unknown
32,0,1,2155,unknown,unknown
43,0,1,2254,unknown,unknown
12,1,1,3282,unknown,unknown
57,1,1,2831,unknown,unknown
47,0,1,315,unknown,unknown
25,1,1,7178,unknown,unknown
5,1,1,1246,unknown,unknown
57,1,1,2006,unknown,unknown
35,0,1,4096,unknown,unknown
14,1,1,2162,unknown,unknown
35,0,1,516,unknown,unknown
11,0,1,620,unknown,unknown
31,0,1,2488,unknown,unknown
29,0,1,3070,unknown,unknown
36,1,0,3041,unknown,unknown
22,1,1,3420,unknown,unknown
19,1,1,645,unknown,unknown
35,1,0,2369,unknown,unknown
27,1,1,4880,unknown,unknown
29,0,1,2950,unknown,unknown
12,1,1,791,unknown,unknown
45,1,1,2664,unknown,unknown
42,0,0,2869,unknown,unknown
42,1,0,3641,unknown,unknown
62,0,1,2671,unknown,unknown
34,1,0,2349,unknown,unknown
10,0,1,410,unknown,unknown
27,0,1,2308,unknown,unknown
23,1,1,2568,unknown,unknown
23,0,1,2335,unknown,unknown
32,0,1,2560,unknown,unknown
21,1,1,1414,unknown,unknown
63,1,0,2621,unknown,unknown
32,0,1,2140,unknown,unknown
7,1,0,3057,unknown,unknown
8,0,0,453,unknown,unknown
34,1,1,4035,unknown,unknown
23,1,1,1928,unknown,unknown
38,0,1,3076,unknown,unknown
30,1,1,2720,unknown,unknown
33,1,1,1974,unknown,unknown
39,1,0,2861,unknown,unknown
36,1,1,2795,unknown,unknown
34,1,1,6660,unknown,unknown
15,1,1,3542,unknown,unknown
47,1,1,2904,unknown,unknown
24,1,0,1652,unknown,unknown
11,1,1,1892,unknown,unknown
29,1,1,1958,unknown,unknown
64,1,1,3036,unknown,unknown
39,1,1,2750,unknown,unknown
11,0,1,1429,unknown,unknown
34,1,0,4245,unknown,unknown
20,1,0,3093,unknown,unknown
39,1,1,2870,unknown,unknown
10,1,1,449,unknown,unknown
59,0,1,1334,unknown,unknown
43,1,1,4194,unknown,unknown
37,0,1,2014,unknown,unknown
6,1,1,2132,unknown,unknown
36,1,1,1642,unknown,unknown
11,1,0,2537,unknown,unknown
38,0,1,3406,unknown,unknown
43,1,1,4224,unknown,unknown
33,1,0,2229,unknown,unknown
46,1,1,3279,unknown,unknown
30,1,1,3183,unknown,unknown
58,1,1,3576,unknown,unknown
30,1,1,2180,unknown,unknown
27,1,1,2228,unknown,unknown
13,0,0,4357,unknown,unknown
35,0,1,819,unknown,unknown
50,0,1,2476,unknown,unknown
48,0,1,1834,unknown,unknown
5,1,0,2817,unknown,unknown
34,0,1,2959,unknown,unknown
51,1,1,2546,unknown,unknown
55,1,0,2301,unknown,unknown
60,1,1,2306,unknown,unknown
26,0,1,2380,unknown,unknown
8,1,1,1907,unknown,unknown
27,1,0,4385,unknown,unknown
14,0,0,2617,unknown,unknown
61,1,1,2406,unknown,unknown
64,1,1,2031,unknown,unknown
40,0,1,2659,unknown,unknown
56,0,0,3541,unknown,unknown
53,0,1,2266,unknown,unknown
30,1,1,2210,unknown,unknown
11,0,1,1972,unknown,unknown
7,1,1,2342,unknown,unknown
39,1,1,2120,unknown,unknown
24,1,1,2210,unknown,unknown
13,1,1,2462,unknown,unknown
32,0,1,1939,unknown,unknown
44,0,0,6121,unknown,unknown
8,0,1,4327,unknown,unknown
17,0,1,6898,unknown,unknown
26,1,1,4763,unknown,unknown
41,1,1,1914,unknown,unknown
39,0,0,5869,unknown,unknown
12,0,1,2047,unknown,unknown
33,1,1,2660,unknown,unknown
35,0,0,1607,unknown,unknown
60,1,0,3461,unknown,unknown
36,1,1,2366,unknown,unknown
19,1,1,3428,unknown,unknown
26,1,1,2403,unknown,unknown
61,1,0,2901,unknown,unknown
18,1,1,1582,unknown,unknown
39,0,1,841,unknown,unknown
37,1,1,1844,unknown,unknown
39,1,0,2645,unknown,unknown
13,1,1,4607,unknown,unknown
38,1,1,2574,unknown,unknown
40,1,1,5904,unknown,unknown
32,0,1,2974,unknown,unknown
46,0,1,4924,unknown,unknown
12,1,1,2127,unknown,unknown
28,1,0,2853,unknown,unknown
30,1,0,2825,unknown,unknown
22,1,0,3405,unknown,unknown
15,0,1,3142,unknown,unknown
27,1,1,3788,unknown,unknown
29,0,1,4798,unknown,unknown
10,0,1,2422,unknown,unknown
5,0,1,4852,unknown,unknown
7,0,1,1822,unknown,unknown
34,1,1,4791,unknown,unknown
34,1,1,3930,unknown,unknown
39,1,1,2450,unknown,unknown
46,1,1,2699,unknown,unknown
35,1,1,3164,unknown,unknown
31,1,0,2925,unknown,unknown
24,0,0,3553,unknown,unknown
24,1,0,2825,unknown,unknown
33,1,1,2576,unknown,unknown
14,0,0,1596,unknown,unknown
49,1,1,3351,unknown,unknown
19,1,1,466,unknown,unknown
12,1,1,523,unknown,unknown
35,0,0,621,unknown,unknown
36,1,0,2825,unknown,unknown
36,1,1,1824,unknown,unknown
47,1,1,2294,unknown,unknown
5,0,1,1324,unknown,unknown
12,0,1,3172,unknown,unknown
50,0,1,2611,unknown,unknown
33,1,1,2780,unknown,unknown
24,1,0,1833,unknown,unknown
64,1,1,3531,unknown,unknown
10,0,1,1219,unknown,unknown
13,0,1,2587,unknown,unknown
41,1,1,3459,unknown,unknown
12,1,1,2307,unknown,unknown
12,1,1,2582,unknown,unknown
15,1,1,383,unknown,unknown
35,0,1,2791,unknown,unknown
42,1,1,3776,unknown,unknown
13,0,1,348,unknown,unknown
43,1,1,5414,unknown,unknown
6,1,0,3177,unknown,unknown
40,1,1,2631,unknown,unknown
46,1,1,518,unknown,unknown
9,1,1,3767,unknown,unknown
31,0,1,3568,unknown,unknown
14,1,1,2492,unknown,unknown
12,1,1,6072,unknown,unknown
40,1,1,2796,unknown,unknown
19,1,1,2148,unknown,unknown
19,0,1,1407,unknown,unknown
37,1,1,2055,unknown,unknown
29,1,1,5358,unknown,unknown
33,1,0,3221,unknown,unknown
46,1,1,3534,unknown,unknown
40,1,1,3111,unknown,unknown
30,1,1,3560,unknown,unknown
17,1,1,2378,unknown,unknown
38,0,0,2389,unknown,unknown
6,0,1,2602,unknown,unknown
9,1,1,2982,unknown,unknown
27,1,1,4490,unknown,unknown
7,1,1,628,unknown,unknown
18,0,1,6163,unknown,unknown
35,0,1,2554,unknown,unknown
34,1,1,2619,unknown,unknown
35,0,0,442,unknown,unknown
40,1,1,2010,unknown,unknown
20,0,1,3895,unknown,unknown
63,1,0,4721,unknown,unknown
26,1,1,921,unknown,unknown
38,0,1,2440,unknown,unknown
43,1,1,3066,unknown,unknown
6,1,1,2792,unknown,unknown
32,1,0,2349,unknown,unknown
47,0,1,3499,unknown,unknown
38,0,1,2155,unknown,unknown
64,1,1,5316,unknown,unknown
46,0,1,1819,unknown,unknown
21,1,1,2918,unknown,unknown
27,1,1,4460,unknown,unknown
48,1,1,2924,unknown,unknown
31,1,1,3030,unknown,unknown
61,1,0,560,unknown,unknown
43,0,0,1969,unknown,unknown
27,1,1,6828,unknown,unknown
34,0,0,2929,unknown,unknown
39,0,1,2524,unknown,unknown
39,1,1,2439,unknown,unknown
34,1,1,1854,unknown,unknown
11,1,1,2552,unknown,unknown
35,1,1,3504,unknown,unknown
24,1,0,2105,unknown,unknown
31,1,1,6128,unknown,unknown
16,1,0,2673,unknown,unknown
46,1,1,491,unknown,unknown
25,1,1,2835,unknown,unknown
42,0,1,2899,unknown,unknown
39,1,0,2345,unknown,unknown
41,1,1,4124,unknown,unknown
42,1,0,2321,unknown,unknown
61,1,1,1911,unknown,unknown
14,1,1,1832,unknown,unknown
5,0,1,2527,unknown,unknown
32,0,0,1825,unknown,unknown
40,1,0,3465,unknown,unknown
36,1,1,1955,unknown,unknown
14,1,0,2397,unknown,unknown
21,1,1,2238,unknown,unknown
11,1,1,2372,unknown,unknown
44,1,1,2714,unknown,unknown
49,1,1,2376,unknown,unknown
20,0,1,4600,unknown,unknown
14,1,1,2687,unknown,unknown
39,1,1,3380,unknown,unknown
16,1,0,991,unknown,unknown
23,0,1,2230,unknown,unknown
20,0,1,4840,unknown,unknown
21,1,0,1204,unknown,unknown
7,1,0,3017,unknown,unknown
36,0,1,3199,unknown,unknown
47,1,0,2309,unknown,unknown
16,1,0,1170,unknown,unknown
36,1,0,1985,unknown,unknown
14,0,1,558,unknown,unknown
28,0,0,3493,unknown,unknown
18,1,1,3923,unknown,unknown
29,1,1,2478,unknown,unknown
7,1,1,2867,unknown,unknown
37,0,1,1082,unknown,unknown
48,1,0,3449,unknown,unknown
39,1,1,3176,unknown,unknown
27,1,1,3830,unknown,unknown
35,0,0,1702,unknown,unknown
27,1,1,2948,unknown,unknown
6,1,1,2162,unknown,unknown
44,0,1,1846,unknown,unknown
45,1,0,3429,unknown,unknown
59,0,1,988,unknown,unknown
39,1,0,2609,unknown,unknown
34,1,1,4980,unknown,unknown
32,0,1,2146,unknown,unknown
23,1,1,2888,unknown,unknown
35,0,1,714,unknown,unknown
41,0,1,600,unknown,unknown
48,1,0,2909,unknown,unknown
18,1,1,2603,unknown,unknown
28,1,1,1589,unknown,unknown
34,1,1,5694,unknown,unknown
46,0,1,2344,unknown,unknown
31,1,1,3240,unknown,unknown
30,1,1,2223,unknown,unknown
17,1,1,2058,unknown,unknown
41,0,0,4201,unknown,unknown
31,1,1,3368,unknown,unknown
16,0,0,2953,unknown,unknown
24,1,0,509,unknown,unknown
34,0,0,2449,unknown,unknown
37,1,1,2790,unknown,unknown
20,0,1,7150,unknown,unknown
11,1,0,313,unknown,unknown
8,1,1,1812,unknown,unknown
12,1,0,4917,unknown,unknown
34,1,1,1851,unknown,unknown
33,1,1,1820,unknown,unknown
16,1,0,2993,unknown,unknown
32,1,0,907,unknown,unknown
43,1,1,5526,unknown,unknown
43,1,1,413,unknown,unknown
20,1,0,649,unknown,unknown
32,0,0,2065,unknown,unknown
28,1,1,1694,unknown,unknown
37,1,1,3540,unknown,unknown
19,1,1,2988,unknown,unknown
43,1,1,1054,unknown,unknown
25,0,1,357,unknown,unknown
55,1,1,1610,unknown,unknown
8,0,0,2497,unknown,unknown
6,1,0,1817,unknown,unknown
40,1,1,2835,unknown,unknown
22,1,1,2343,unknown,unknown
23,0,1,2860,unknown,unknown
48,1,1,1904,unknown,unknown
34,1,1,2604,unknown,unknown
35,1,1,2484,unknown,unknown
34,1,1,5820,unknown,unknown
38,1,1,3084,unknown,unknown
32,1,1,4404,unknown,unknown
8,0,1,1867,unknown,unknown
48,1,1,4964,unknown,unknown
31,1,1,3888,unknown,unknown
13,1,1,6282,unknown,unknown
29,1,1,5918,unknown,unknown
39,1,1,3395,unknown,unknown
38,0,1,389,unknown,unknown
6,1,0,3357,unknown,unknown
20,1,0,1792,unknown,unknown
60,1,1,428,unknown,unknown
17,1,1,2538,unknown,unknown
61,1,0,2421,unknown,unknown
17,1,1,637,unknown,unknown
36,1,1,2480,unknown,unknown
17,1,1,2658,unknown,unknown
35,1,1,3134,unknown,unknown
48,0,0,4369,unknown,unknown
16,1,0,1372,unknown,unknown
49,1,1,2196,unknown,unknown
59,0,0,2701,unknown,unknown
12,0,0,2197,unknown,unknown
25,1,0,2505,unknown,unknown
24,1,0,2193,unknown,unknown
46,0,0,2329,unknown,unknown
37,1,1,2250,unknown,unknown
36,1,1,2300,unknown,unknown
10,1,1,1604,unknown,unknown
54,1,1,323,unknown,unknown
14,0,1,1250,unknown,unknown
48,1,1,2244,unknown,unknown
26,0,1,1963,unknown,unknown
48,1,1,2994,unknown,unknown
21,0,1,5638,unknown,unknown
27,1,1,2268,unknown,unknown
39,1,1,2184,unknown,unknown
30,1,1,1880,unknown,unknown
35,0,1,1323,unknown,unknown
27,0,1,2188,unknown,unknown
13,0,1,3082,unknown,unknown
15,0,0,1837,unknown,unknown
23,0,1,2020,unknown,unknown
21,1,0,1142,unknown,unknown
11,0,1,966,unknown,unknown
28,1,1,446,unknown,unknown
44,1,0,1327,unknown,unknown
47,1,1,2819,unknown,unknown
40,1,1,2219,unknown,unknown
40,1,1,2730,unknown,unknown
33,1,0,3009,unknown,unknown
42,1,1,635,unknown,unknown
5,0,1,2047,unknown,unknown
23,0,1,505,unknown,unknown
9,0,1,546,unknown,unknown
29,0,0,2965,unknown,unknown
27,0,1,567,unknown,unknown
21,1,1,1068,unknown,unknown
58,1,1,2916,unknown,unknown
21,1,0,364,unknown,unknown
42,1,1,6086,unknown,unknown
23,0,0,2125,unknown,unknown
37,1,1,2646,unknown,unknown
38,0,1,1915,unknown,unknown
22,1,0,2865,unknown,unknown
22,1,0,3525,unknown,unknown
31,1,1,2700,unknown,unknown
48,1,1,3251,unknown,unknown
16,1,0,3033,unknown,unknown
8,0,1,2032,unknown,unknown
46,1,1,3039,unknown,unknown
40,1,0,1905,unknown,unknown
32,0,1,2656,unknown,unknown
38,1,0,2489,unknown,unknown
25,1,1,2310,unknown,unknown
47,1,1,4334,unknown,unknown
47,1,0,4929,unknown,unknown
21,1,1,333,unknown,unknown
13,1,1,2667,unknown,unknown
38,0,1,2755,unknown,unknown
26,0,1,2710,unknown,unknown
43,1,1,3246,unknown,unknown
19,0,1,1948,unknown,unknown
48,1,1,2756,unknown,unknown
42,1,1,3324,unknown,unknown
5,1,0,2637,unknown,unknown
22,1,1,2160,unknown,unknown
33,1,1,1940,unknown,unknown
35,0,0,2101,unknown,unknown
37,1,0,2805,unknown,unknown
41,1,1,2184,unknown,unknown
30,0,1,2743,unknown,unknown
53,0,1,3571,unknown,unknown
10,0,1,7192,unknown,unknown
26,0,1,2563,unknown,unknown
10,0,1,3427,unknown,unknown
27,1,0,6065,unknown,unknown
62,0,1,2176,unknown,unknown
48,1,1,2159,unknown,unknown
32,1,1,2264,unknown,unknown
23,1,1,1848,unknown,unknown
41,1,1,3204,unknown,unknown
46,0,0,6709,unknown,unknown
37,1,1,1830,unknown,unknown
45,1,0,1646,unknown,unknown
9,1,1,2832,unknown,unknown
32,1,1,312,unknown,unknown
33,1,1,2990,unknown,unknown
39,1,0,638,unknown,unknown
28,1,0,1422,unknown,unknown
54,1,1,3851,unknown,unknown
12,1,0,3297,unknown,unknown
24,1,1,1910,unknown,unknown
10,1,1,2342,unknown,unknown
49,1,1,6786,unknown,unknown
14,0,0,2137,unknown,unknown
37,1,1,1860,unknown,unknown
29,1,1,3678,unknown,unknown
29,1,1,2598,unknown,unknown
32,0,1,2170,unknown,unknown
35,0,1,967,unknown,unknown
10,0,1,2587,unknown,unknown
50,0,1,1966,unknown,unknown
23,0,1,1810,unknown,unknown
44,1,1,3294,unknown,unknown
24,1,0,2313,unknown,unknown
28,1,1,687,unknown,unknown
38,1,1,2559,unknown,unknown
35,0,0,6541,unknown,unknown
26,1,1,1923,unknown,unknown
43,1,1,3174,unknown,unknown
11,1,1,659,unknown,unknown
62,0,1,3496,unknown,unknown
14,1,1,1211,unknown,unknown
58,1,1,1926,unknown,unknown
52,1,0,6261,unknown,unknown
32,1,1,3059,unknown,unknown
32,0,0,3301,unknown,unknown
25,1,1,3338,unknown,unknown
30,1,0,3245,unknown,unknown
23,0,1,2980,unknown,unknown
31,0,1,3328,unknown,unknown
23,0,1,3055,unknown,unknown
33,1,1,2244,unknown,unknown
46,1,1,1896,unknown,unknown
39,1,0,2225,unknown,unknown
7,1,1,2727,unknown,unknown
39,1,0,2021,unknown,unknown
31,1,1,2475,unknown,unknown
20,1,0,3213,unknown,unknown
26,0,0,3325,unknown,unknown
9,1,1,3422,unknown,unknown
57,1,1,3311,unknown,unknown
36,1,0,3029,unknown,unknown
55,1,1,3456,unknown,unknown
46,1,0,2061,unknown,unknown
9,0,0,4537,unknown,unknown
60,1,1,2126,unknown,unknown
29,0,0,1885,unknown,unknown
42,1,1,5379,unknown,unknown
13,1,1,1967,unknown,unknown
62,0,1,463,unknown,unknown
34,1,1,3114,unknown,unknown
28,1,1,1799,unknown,unknown
39,0,1,3304,unknown,unknown
31,1,1,2808,unknown,unknown
42,1,1,2274,unknown,unknown
43,1,1,2054,unknown,unknown
28,0,0,3373,unknown,unknown
38,1,0,3269,unknown,unknown
10,1,1,1526,unknown,unknown
46,1,1,2174,unknown,unknown
57,1,0,1841,unknown,unknown
17,1,1,3018,unknown,unknown
44,1,0,4229,unknown,unknown
22,1,1,2235,unknown,unknown
8,1,1,721,unknown,unknown
55,1,1,572,unknown,unknown
23,1,1,3608,unknown,unknown
47,0,1,2734,unknown,unknown
43,1,0,2241,unknown,unknown
32,0,1,3115,unknown,unknown
27,1,1,4280,unknown,unknown
43,1,0,3429,unknown,unknown
13,1,1,3342,unknown,unknown
31,1,1,2175,unknown,unknown
38,1,1,4614,unknown,unknown
39,1,0,1829,unknown,unknown
38,0,1,6016,unknown,unknown
62,0,0,2341,unknown,unknown
37,1,0,2685,unknown,unknown
47,1,0,2109,unknown,unknown
5,0,0,2557,unknown,unknown
43,1,1,2664,unknown,unknown
27,1,1,6275,unknown,unknown
62,0,1,1996,unknown,unknown
55,1,1,3276,unknown,unknown
32,0,1,1924,unknown,unknown
28,0,0,1512,unknown,unknown
8,0,1,3022,unknown,unknown
26,0,1,2590,unknown,unknown
37,1,1,2895,unknown,unknown
60,1,1,1583,unknown,unknown
35,1,0,5729,unknown,unknown
16,0,0,3073,unknown,unknown
14,0,1,2932,unknown,unknown
22,1,1,3263,unknown,unknown
21,1,1,2078,unknown,unknown
34,1,1,6135,unknown,unknown
28,1,1,1033,unknown,unknown
15,1,1,2952,unknown,unknown
43,1,1,1603,unknown,unknown
40,1,1,2415,unknown,unknown
34,1,1,2024,unknown,unknown
55,1,0,2481,unknown,unknown
63,1,0,3581,unknown,unknown
27,1,1,4175,unknown,unknown
21,1,1,3038,unknown,unknown
33,1,0,3401,unknown,unknown
32,1,0,3129,unknown,unknown
47,0,1,3136,unknown,unknown
44,0,1,2359,unknown,unknown
40,1,1,2220,unknown,unknown
16,0,0,1873,unknown,unknown
48,1,1,2906,unknown,unknown
35,0,1,2059,unknown,unknown
15,1,0,2097,unknown,unknown
6,0,1,3412,unknown,unknown
19,0,1,2188,unknown,unknown
35,0,1,2956,unknown,unknown
37,1,1,2624,unknown,unknown
11,1,0,2277,unknown,unknown
37,1,1,2496,unknown,unknown
12,1,1,6842,unknown,unknown
39,1,1,2210,unknown,unknown
6,1,1,2547,unknown,unknown
30,1,0,3365,unknown,unknown
34,1,1,3554,unknown,unknown
9,0,1,1701,unknown,unknown
48,1,1,2514,unknown,unknown
28,1,0,2253,unknown,unknown
22,0,1,2743,unknown,unknown
35,0,1,893,unknown,unknown
39,0,1,1999,unknown,unknown
35,0,1,3091,unknown,unknown
53,0,1,2251,unknown,unknown
47,0,1,2959,unknown,unknown
47,0,1,2464,unknown,unknown
34,1,1,4560,unknown,unknown
20,1,0,1973,unknown,unknown
60,1,1,2456,unknown,unknown
36,1,0,1901,unknown,unknown
37,1,1,2991,unknown,unknown
33,0,1,2314,unknown,unknown
55,1,1,2631,unknown,unknown
33,1,1,3170,unknown,unknown
28,1,0,2213,unknown,unknown
46,1,0,3549,unknown,unknown
10,1,0,2217,unknown,unknown
37,1,1,2316,unknown,unknown
13,1,0,2517,unknown,unknown
45,1,1,4271,unknown,unknown
35,1,1,2964,unknown,unknown
48,0,1,1804,unknown,unknown
34,1,0,5925,unknown,unknown
9,0,0,1355,unknown,unknown
32,0,1,3415,unknown,unknown
26,0,0,2785,unknown,unknown
25,1,0,2385,unknown,unknown
58,1,1,3426,unknown,unknown
7,1,1,2232,unknown,unknown
46,1,0,1338,unknown,unknown
35,1,1,1874,unknown,unknown
23,1,1,3168,unknown,unknown
9,1,1,5442,unknown,unknown
21,1,0,481,unknown,unknown
25,1,1,1477,unknown,unknown
34,0,1,3199,unknown,unknown
21,1,1,5078,unknown,unknown
57,1,1,2516,unknown,unknown
44,0,1,2536,unknown,unknown
33,1,1,1904,unknown,unknown
5,1,1,5372,unknown,unknown
34,0,1,2944,unknown,unknown
24,1,0,3065,unknown,unknown
48,1,1,2399,unknown,unknown
35,1,1,2879,unknown,unknown
46,1,0,3449,unknown,unknown
35,1,1,1296,unknown,unknown
42,0,0,2629,unknown,unknown
14,1,1,3167,unknown,unknown
41,0,0,3541,unknown,unknown
33,1,1,2330,unknown,unknown
26,0,0,3445,unknown,unknown
26,0,1,2680,unknown,unknown
12,0,1,3352,unknown,unknown
13,0,1,3382,unknown,unknown
34,1,0,2589,unknown,unknown
34,1,1,2196,unknown,unknown
29,1,1,3158,unknown,unknown
45,1,1,2966,unknown,unknown
7,0,1,2467,unknown,unknown
33,1,1,942,unknown,unknown
27,0,1,746,unknown,unknown
35,0,1,547,unknown,unknown
29,1,1,2198,unknown,unknown
21,1,1,617,unknown,unknown
41,0,1,1365,unknown,unknown
44,0,0,2089,unknown,unknown
26,0,0,2065,unknown,unknown
20,0,1,4420,unknown,unknown
21,1,1,1278,unknown,unknown
38,1,1,3354,unknown,unknown
33,1,1,2994,unknown,unknown
17,1,1,2618,unknown,unknown
41,1,1,3374,unknown,unknown
26,1,1,6443,unknown,unknown
42,1,1,1541,unknown,unknown
30,1,1,2183,unknown,unknown
39,1,1,1871,unknown,unknown
56,0,1,1513,unknown,unknown
12,1,1,869,unknown,unknown
22,1,1,2760,unknown,unknown
40,1,1,2616,unknown,unknown
34,1,1,3539,unknown,unknown
39,1,1,2666,unknown,unknown
56,0,1,2896,unknown,unknown
5,0,0,3037,unknown,unknown
59,0,1,2356,unknown,unknown
37,1,0,2961,unknown,unknown
37,1,1,3015,unknown,unknown
59,0,1,1876,unknown,unknown
35,0,1,337,unknown,unknown
27,1,1,3650,unknown,unknown
58,1,1,2271,unknown,unknown
13,1,1,1001,unknown,unknown
39,1,1,2454,unknown,unknown
34,1,0,3029,unknown,unknown
34,1,1,4350,unknown,unknown
9,1,0,5057,unknown,unknown
15,0,1,2347,unknown,unknown
40,1,1,1956,unknown,unknown
62,0,1,1846,unknown,unknown
19,0,1,2668,unknown,unknown
37,0,1,2554,unknown,unknown
60,1,1,5246,unknown,unknown
40,0,1,1894,unknown,unknown
37,1,0,2709,unknown,unknown
58,1,1,2616,unknown,unknown
51,1,0,2081,unknown,unknown
40,1,1,2520,unknown,unknown
11,0,1,5092,unknown,unknown
25,1,1,2778,unknown,unknown
